6856678 | 1141015
2756268 | 1376023
3560526 | 1376537
3230269 | 1104720
4994311 | 2881678
3310110 | 1268073
2600835 | 1075436
1731931 | 1067637
2392003 | 1829136
3823038 | 3240714
63565014 | 1416360
2153702 | 611309
2622638 | 445758
1674391 | 391132
2323309 | 662881
1693628 | 376519
3047555 | 1381570
3047555 | 1381570
2470753 | 770309
2459015 | 387513
2111007 | 543303
2111007 | 543303
3068622 | 582165
2783507 | 518394
3745568 | 422860
2593787 | 955039
4632672 | 2746197
2132300 | 1506960
2116557 | 1274977
1499526 | 1012447
1538108 | 930442
1500970 | 485778
2375386 | 1564380
2161868 | 1278567
2339681 | 1010082
2299323 | 1032138
8535551 | 1032138
2023840 | 1361600
3450472 | 1929231
12803732 | 1929231
2271688 | 947480
1792758 | 1186697
2382173 | 951526
1562918 | 988708
1730281 | 1129916
1449723 | 960425
8835274 | 4984120
3320902 | 1833968
4559416 | 1941178
8674784 | 2688307
8674784 | 2688307
3445663 | 1209166
2114194 | 605536
2498106 | 435140
2741917 | 545047
2903720 | 890730
2029482 | 459416
2376481 | 707344
1848519 | 441866
2617962 | 1013367
4337850 | 1013367
1860813 | 449940
3329504 | 737403
4549517 | 886150
3397343 | 1123279
4867031 | 1123279
1592097 | 367728
3440025 | 836552
6426614 | 836552
3992958 | 762516
3992958 | 762516
2016474 | 552713
2504266 | 805162
2055876 | 602911
4230189 | 1109851
4230189 | 1109851
2555364 | 455435
2243118 | 494600
2243118 | 494600
3423794 | 963368
3423794 | 963368
3113414 | 453796
2579235 | 648907
1851522 | 493920
5946876 | 3915866
10060202 | 3915866
1776254 | 1160302
1939611 | 1333583
1433941 | 943174
1717592 | 1087330
1666392 | 1039534
1571381 | 1006643
1862286 | 1242255
1830459 | 1142642
1847969 | 1101866
3247836 | 1534743
4536267 | 3984689
6356559 | 4777775
2810445 | 593512
3763047 | 433294
1601963 | 359245
2140475 | 631290
2892187 | 975646
1727237 | 1167944
2550611 | 1571437
1358767 | 896343
1642743 | 1047990
7290591 | 5444273
2167184 | 661299
3397237 | 1314476
4550266 | 1314476
2263097 | 774185
5113434 | 1308982
1484784 | 961559
2334610 | 935300
9744508 | 3046736
4579002 | 437355
2673657 | 844334
2830866 | 600751
2758555 | 458663
2305262 | 698638
2912142 | 538813
2605412 | 752946
5105370 | 478548
5323477 | 442078
1713093 | 384269
1720627 | 409582
2192158 | 573528
2953299 | 508658
2855885 | 687248
4266218 | 687248
1741931 | 457139
2534121 | 814624
1916664 | 442605
2740804 | 1085217
6744261 | 1085217
1442873 | 708997
2283438 | 987162
1683532 | 1086221
2889679 | 1273105
1317595 | 891221
1453976 | 1019280
7772780 | 1565612
453791 | 5427574
2593914 | 1060014
2004757 | 382989
8454984 | 3784007
2309781 | 1696855
2124909 | 1532228
5376152 | 2839435
2403252 | 1457548
2557231 | 1124374
1832439 | 1265273
2445810 | 1759740
2028913 | 3159050
5725526 | 3082284
2767034 | 495572
2779111 | 538008
3078086 | 996821
4959499 | 996821
2719264 | 499856
5799584 | 1049628
2422337 | 1583584
2583279 | 1226064
2902533 | 1454313
4821964 | 3606630
2089658 | 893965
2862082 | 1757122
1755795 | 1120744
2502118 | 1050789
3095695 | 998593
1435603 | 977325
4059172 | 613429
2099803 | 938732
5339833 | 2817481
1470024 | 943619
1597801 | 1018136
1947598 | 1361423
2016885 | 1553062
3323014 | 2811523
13379031 | 4834515
40749649 | 4834515
1717074 | 1140774
2694972 | 1924145
3829818 | 3380276
3335151 | 1135766
2443387 | 821958
5596227 | 821958
1997331 | 1221209
3966140 | 2420279
1853562 | 1194116
2155694 | 1435517
2986776 | 1281963
1828550 | 871131
3638878 | 871131
3006981 | 1045102
2867211 | 1367282
2136959 | 618457
3915379 | 1563805
5500061 | 1563805
2065560 | 515548
5475070 | 530905
2069608 | 611337
3553893 | 999864
3553893 | 999864
1714331 | 385083
1874099 | 470378
2012740 | 510130
3287406 | 948145
3906246 | 948145
4703602 | 452596
2912228 | 904562
1790470 | 1204928
2349741 | 1762555
3802528 | 3204818
2208168 | 967728
2684781 | 1768658
2819618 | 1269908
6137170 | 2776331
2212760 | 1030842
2066902 | 941693
1785534 | 1243976
2575686 | 1059910
2649908 | 1725707
1812009 | 1065164
1795019 | 1179183
2413173 | 1428627
2010108 | 1238668
2323814 | 1709318
1769628 | 1150719
16603213 | 1150719
4797834 | 2329323
1633063 | 411183
15204742 | 1479005
2294213 | 919530
3575172 | 847589
2819487 | 1354079
1977652 | 854981
2187680 | 1410455
2257526 | 1002068
1482716 | 959306
2176938 | 890769
1645697 | 1055413
3206571 | 1731962
6017558 | 4425744
1514330 | 1013793
9369982 | 5516889
2511050 | 1530785
1673429 | 592698
2294442 | 888054
3344578 | 2502044
7430725 | 2502044
47440569 | 2502044
2007298 | 574060
1880524 | 470523
2046151 | 1263777
23737365 | 1263777
1427687 | 949510
3545668 | 1057254
1779571 | 1136614
7627086 | 3248300
5659020 | 907636
4031685 | 511848
10749924 | 511848
3090403 | 603733
3792554 | 877114
11088927 | 877114
2677343 | 865719
2610403 | 447799
3112481 | 651836
2351209 | 385119
1885109 | 483034
2275899 | 749567
2979298 | 1003286
3218274 | 670498
2033685 | 520304
2664498 | 404957
2976909 | 540214
2477960 | 421591
2964452 | 530572
1770075 | 431791
1935782 | 480529
9168886 | 4380514
1720972 | 1122344
1889659 | 1308455
1377391 | 913115
2666230 | 1185341
1802104 | 1124355
6083449 | 1078475
1847297 | 1179089
2134565 | 938767
1642958 | 1051757
3612373 | 1051757
5341120 | 1568092
1728052 | 1132699
1821793 | 1217797
2424277 | 1165575
1649040 | 1026484
1625784 | 1128315
2126016 | 923810
2231083 | 1014501
2633779 | 1599654
2619661 | 438999
6660224 | 3305837
2031944 | 542389
1753044 | 399560
2284891 | 610728
2396665 | 465249
3325392 | 1059192
5750949 | 1059192
1836370 | 478254
2792290 | 514234
1710121 | 377834
1962275 | 482831
2634896 | 428776
1616445 | 399113
7744010 | 637668
2734168 | 1142643
1408982 | 938284
1421957 | 929260
2433835 | 972935
1976226 | 1289244
1967499 | 1243103
1518427 | 413861
2337567 | 1036092
2055660 | 1205172
2263340 | 1544675
1976919 | 1244586
1773290 | 1173022
7471389 | 1030299
2374488 | 1001833
1786394 | 1253055
1893443 | 1167732
8471379 | 4431894
3138066 | 1424497
1431887 | 917654
2948060 | 1010382
8845843 | 1010382
2212249 | 991587
1865674 | 943378
8173360 | 4289350
2110760 | 1534808
1609834 | 1035252
1681575 | 1113415
5934595 | 985080
2857200 | 558571
3484478 | 1243421
1359910 | 931580
1844484 | 1126631
1714462 | 1127185
2850509 | 970504
5861598 | 1824798
1620190 | 1050412
2354717 | 949825
2124833 | 988946
1582866 | 1022417
3789898 | 2155331
2976945 | 1346451
3551785 | 1044239
1451764 | 951239
1663780 | 1101413
1872322 | 1328467
1763980 | 1141687
1453605 | 945719
1882256 | 1202880
3241543 | 2617097
3071353 | 671777
1712459 | 1102782
1515080 | 973414
1885919 | 1216720
1909494 | 1177197
6176974 | 1230946
2068542 | 1257503
5401334 | 1570028
2097184 | 645398
1968394 | 512395
3343240 | 714772
2631116 | 591181
4256877 | 591181
7563798 | 680742
2659976 | 1167349
2342437 | 1582061
1635569 | 1114079
2444120 | 1415144
3160254 | 1741138
2349314 | 1106247
1418263 | 978922
2282826 | 1782386
2191778 | 928112
1664071 | 1126374
1647806 | 1056391
2027782 | 1303307
1535273 | 986865
2438720 | 690510
1483825 | 1026544
8060281 | 4303283
4737665 | 1293554
2301702 | 1621436
6355910 | 3027693
1763286 | 1130796
1749097 | 1185644
1538187 | 1028673
2467251 | 1748530
4663176 | 3248369
2526043 | 1213552
1918191 | 1290945
2631358 | 1535321
1835404 | 1392308
3104479 | 2623143
1308341 | 876973
3200142 | 1342743
2442351 | 1133995
1978289 | 1479112
4161138 | 2707231
2828217 | 1013283
2125559 | 1381795
1448939 | 956704
2115151 | 1615955
3259075 | 2815239
2240185 | 992260
2288916 | 1527361
1763015 | 1136589
2584926 | 1822016
5135380 | 3524355
1708487 | 1122896
2737648 | 1458129
3073482 | 1014251
2830677 | 1613351
1245345 | 831258
1869701 | 831258
2017486 | 1497012
1875567 | 1183317
2352152 | 1447278
2833199 | 1552205
5053557 | 3647414
8292528 | 1648420
2433284 | 1469529
2249747 | 1402524
7620535 | 1016869
1754492 | 1217385
1776109 | 1246372
1738004 | 1102989
1735828 | 1218035
9213822 | 7906405
15866564 | 7906405
2172318 | 639935
4106864 | 539130
1894812 | 1098543
2280918 | 667394
2628772 | 452836
2077934 | 603251
3759618 | 1055405
2294132 | 587679
5661115 | 4008821
5661115 | 4008821
2325577 | 723706
2340993 | 769751
2386767 | 702406
2535930 | 403451
2052094 | 580102
1750355 | 428344
3019340 | 601026
2441089 | 784688
4970448 | 478384
2420916 | 369042
2087779 | 1485123
4440441 | 2920781
3034452 | 1416689
1452019 | 953233
3072052 | 1087583
6460470 | 5047684
8378059 | 5047684
3547150 | 2801366
9536956 | 2801366
8125789 | 4250679
9377320 | 8685749
9377320 | 8685749
2057589 | 559209
2169761 | 655609
2453259 | 722191
2290381 | 640884
2557591 | 797082
2148644 | 964563
4411485 | 1104672
24623209 | 1104672
3537785 | 741790
3147265 | 1931986
3147265 | 1931986
1818270 | 446936
2477775 | 717561
2642307 | 758617
2552176 | 858082
35186821 | 858082
1379527 | 903385
1919284 | 1261540
1745163 | 1144629
2064024 | 916689
1577883 | 1092694
6943879 | 5657228
1906829 | 1186912
6557155 | 1186912
6394285 | 4404555
1902473 | 532402
3297704 | 609685
5425837 | 2717903
1691513 | 1116750
1560431 | 1027864
2894834 | 989929
2206206 | 6005184
5602461 | 1116457
3437539 | 416774
2109821 | 578567
1546486 | 348231
2253411 | 620991
1987366 | 527774
2082872 | 570647
2151333 | 525273
2946466 | 474309
2375887 | 684841
3993254 | 1764000
5546073 | 954056
2215242 | 1462840
7706772 | 6178513
2976050 | 621641
1810485 | 423677
2882229 | 992582
3864647 | 992582
2471304 | 721591
2066149 | 608254
3160377 | 628424
2193009 | 606026
9508185 | 4098590
4632169 | 1132543
1802573 | 1207323
1831017 | 1172586
2232161 | 935049
3691674 | 1935827
2059669 | 570960
2850919 | 594603
2110381 | 607947
2672680 | 982167
4145812 | 2813021
5463980 | 5010964
2447032 | 1483242
2006621 | 1264569
2587305 | 1268898
2136781 | 1442036
1907840 | 1205649
3704381 | 1689225
5155815 | 4559458
2469284 | 1243421
2284346 | 1558429
1365468 | 947196
1667317 | 1083436
2666753 | 2263849
3732256 | 1293676
2453027 | 1502943
1287900 | 894584
2137612 | 1405312
7942141 | 4207065
1793954 | 1320925
2108785 | 1425806
1951487 | 1171297
1670789 | 1093978
1787576 | 1180300
3166224 | 679598
2813278 | 920052
2358733 | 626005
2085731 | 584021
8387741 | 3753683
2680439 | 1175238
1817468 | 1282199
1430667 | 987764
3791537 | 1266381
1443815 | 977199
3603870 | 2133679
3627565 | 1080247
2363623 | 1124651
2546186 | 1506324
1493447 | 1022647
2755359 | 1391796
2204651 | 1371004
14006099 | 4373610
4407927 | 1888487
9356744 | 1888487
2528372 | 1259942
2884873 | 1284123
1686755 | 357105
1998536 | 514281
1873816 | 525105
2719536 | 886697
2046084 | 603367
6412950 | 1750373
2708097 | 534494
4563051 | 465622
1804975 | 464200
4973375 | 533949
2436007 | 427227
2021959 | 566905
6762299 | 443368
5739832 | 762376
2003716 | 1437271
2424985 | 1108926
1671134 | 1034379
9881349 | 1034379
4439124 | 1192049
7548114 | 2110316
1627258 | 1126653
1605262 | 1078296
2967625 | 968174
2102367 | 974636
1788855 | 1149059
8090575 | 4280968
4128631 | 1472874
2173003 | 1412084
2286685 | 1402419
6763549 | 2072229
2131050 | 609252
3334592 | 826363
2031605 | 508939
2731405 | 496892
2074038 | 546769
1861752 | 516546
2000104 | 523831
2373701 | 723852
2043378 | 511308
2138988 | 626055
3910577 | 430703
2658289 | 1037521
4544098 | 3123447
2303568 | 1047829
1924127 | 1266921
2218341 | 1054334
2015771 | 1291158
2532099 | 1576962
8921078 | 4914898
3285588 | 1674954
1465867 | 799277
2640737 | 1655952
1621751 | 1031431
2272547 | 1041029
2466173 | 741634
6023287 | 800341
2798569 | 1762445
6796908 | 4254919
2370211 | 693156
2414866 | 435118
2194061 | 638822
2383731 | 390541
2547879 | 446331
2377060 | 844252
2038599 | 1233302
16020594 | 1018176
3050922 | 679104
1844262 | 434257
1968413 | 494409
2338600 | 711618
2987609 | 1003650
3781157 | 430676
4692295 | 696745
